,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
2073,Pete Metzelaars\MetzPe00,1997,37,3-75,DET,NFL,16,6,14.4,31.4,0.90,1.96,0,0,0,0,0,0,0,0,17,144,0,0
2074,Matthew Mulligan\MullMa00,2012,27,,STL,NFL,16,9,14.4,22.4,0.90,1.40,0,0,0,0,0,0,0,0,8,84,1,0
2075,Steve Bush\BushSt00,2001,27,,ARI,NFL,9,6,8.0,16.0,0.89,1.78,0,0,0,0,0,0,0,0,8,80,0,0
2076,Keith Cash\CashKe00,1996,27,7-188,KAN,NFL,9,5,8.0,22.0,0.89,2.44,0,0,0,0,0,0,0,0,14,80,0,1
2077,Dustin Lyman\LymaDu00,2003,27,3-87,CHI,NFL,9,1,8.0,19.0,0.89,2.11,0,0,0,0,0,0,0,0,11,80,0,0
2078,Alonzo Mayes\MayeAl00,1999,24,4-94,CHI,NFL,16,9,14.2,22.2,0.89,1.39,0,0,0,0,0,0,0,0,8,82,1,0
2079,Jim Obradovich\ObraJi00,1980,27,7-158,TAM,NFL,16,1,14.2,25.2,0.89,1.58,0,0,0,0,0,0,0,0,11,152,0,1
2080,Alfred Pupunu\PupuAl00,1993,24,,SDG,NFL,16,7,14.2,27.2,0.89,1.70,0,0,0,0,0,0,0,0,13,142,0,0
2081,Jeb Putzier\PutzJe00,2006,27,6-191,HOU,NFL,14,5,12.5,25.5,0.89,1.82,0,0,0,0,0,0,0,0,13,125,0,0
2082,Jay Saldi\SaldJa00,1981,27,,DAL,NFL,16,5,14.2,22.2,0.89,1.39,0,0,0,0,0,0,0,0,8,82,1,0
2083,Jerame Tuman\TumaJe00,2006,30,5-136,PIT,NFL,15,4,13.3,20.3,0.89,1.35,0,0,0,0,0,0,0,0,7,73,1,0
2084,Anthony Becht\BechAn00,2007,30,1-27,TAM,NFL,16,2,14.0,19.0,0.88,1.19,0,0,0,0,0,0,0,0,5,20,2,0
2085,Derek Brown\BrowDe00,1996,26,1-14,JAX,NFL,16,14,14.1,31.1,0.88,1.94,0,0,0,0,0,0,0,0,17,141,0,0
2086,Mark Campbell\CampMa00,2000,25,,CLE,NFL,16,10,14.0,26.0,0.88,1.63,0,0,0,0,0,0,0,0,12,80,1,0
2087,Pete Chryplewicz\ChryPe00,1998,24,5-135,DET,NFL,16,2,14.0,18.0,0.88,1.13,0,0,0,0,0,0,0,0,4,20,2,1
2088,Cam Cleeland\CleeCa00,2003,28,2-40,STL,NFL,16,10,14.0,24.0,0.88,1.50,0,0,0,0,0,2,-5,0,10,145,0,1
2089,Clint Didier\DidiCl00,1982,23,12-314,WAS,NFL,8,0,7.0,9.0,0.88,1.13,0,0,0,0,0,0,0,0,2,10,1,0
2090,Scott Galbraith\GalbSc00,1992,25,7-178,CLE,NFL,14,2,12.3,16.3,0.88,1.16,0,0,0,0,0,0,0,0,4,63,1,0
2091,Ron Heller\HellRo00,1988,25,,SFO,NFL,16,9,14.0,28.0,0.88,1.75,0,0,0,0,0,0,0,0,14,140,0,0
2092,David Hill\HillDa01,1987,33,2-46,RAM,NFL,12,12,10.5,21.5,0.88,1.79,0,0,0,0,0,0,0,0,11,105,0,0
2093,Reggie Johnson\JohnRe00,1994,26,2-30,GNB,NFL,9,2,7.9,14.9,0.88,1.66,0,0,0,0,0,0,0,0,7,79,0,0
2094,Pete Metzelaars\MetzPe00,1985,25,3-75,BUF,NFL,16,8,14.0,26.0,0.88,1.63,0,0,0,0,0,0,0,0,12,80,1,0
2095,Ted Popson\PopsTe00,1994,28,11-306,SFO,NFL,16,1,14.1,27.1,0.88,1.69,0,0,0,0,0,0,0,0,13,141,0,0
2096,Mikhael Ricks\RickMi00,2000,26,2-59,2TM,NFL,4,1,3.5,6.5,0.88,1.63,0,0,0,0,0,0,0,0,3,35,0,0
2097,Rob Rubick\RubiRo00,1983,23,12-326,DET,NFL,16,1,14.1,24.1,0.88,1.51,0,0,0,0,0,0,0,0,10,81,1,0
2098,Jermaine Wiggins\WiggJe00,2003,28,,CAR,NFL,16,11,14.0,22.0,0.88,1.38,0,0,0,0,0,0,0,0,8,80,1,0
2099,Pete Chryplewicz\ChryPe00,1997,23,5-135,DET,NFL,10,0,8.7,11.7,0.87,1.17,0,0,0,0,0,0,0,0,3,27,1,0
2100,David Frisch\FrisDa00,1996,26,,MIN,NFL,10,1,8.7,11.7,0.87,1.17,0,0,0,0,0,0,0,0,3,27,1,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
2101,Rodney Holman\HolmRo00,1982,22,3-82,CIN,NFL,9,0,7.8,10.8,0.87,1.20,0,0,0,0,0,0,0,0,3,18,1,0
2102,Rob Housler\HousRo01,2014,26,3-69,ARI,NFL,15,7,13.0,22.0,0.87,1.47,0,0,0,0,0,1,1,0,9,129,0,1
2103,Clarence Kay\KayxCl00,1991,30,7-186,DEN,NFL,16,16,13.9,24.9,0.87,1.56,0,0,0,0,0,0,0,0,11,139,0,0
2104,Johnny McWilliams\McWiJo00,1999,27,3-64,ARI,NFL,15,4,13.1,24.1,0.87,1.61,0,0,0,0,0,0,0,0,11,71,1,1
2105,Brandon Myers\MyerBr00,2016,31,6-202,TAM,NFL,16,9,13.9,20.9,0.87,1.31,0,0,0,0,0,0,0,0,7,59,1,0
2106,Brent Novoselsky\NovoBr00,1989,23,,MIN,NFL,15,3,13.1,17.1,0.87,1.14,0,0,0,0,0,0,0,0,4,11,2,0
2107,Rob Rubick\RubiRo00,1982,22,12-326,DET,NFL,7,0,6.1,6.1,0.87,0.87,0,0,0,0,0,1,1,1,0,0,0,0
2108,Lee Smith\SmitLe00,2015,28,5-159,OAK,NFL,15,15,13.0,25.0,0.87,1.67,0,0,0,0,0,0,0,0,12,70,1,0
2109,Rick Walker\WalkRi00,1980,25,4-85,WAS,NFL,15,4,13.0,23.0,0.87,1.53,0,0,0,0,0,1,-8,0,10,88,1,1
2110,Jermaine Wiggins\WiggJe00,2002,27,,2TM,NFL,14,1,12.2,22.2,0.87,1.59,0,0,0,0,0,0,0,0,10,62,1,1
2111,Chris Baker\BakeCh00,2003,24,3-88,NYJ,NFL,16,0,13.7,27.7,0.86,1.73,0,0,0,0,0,0,0,0,14,137,0,0
2112,Gary Barnidge\BarnGa01,2012,27,5-141,CAR,NFL,16,5,13.8,19.8,0.86,1.24,0,0,0,0,0,0,0,0,6,78,1,0
2113,Greg Baty\BatyGr00,1993,29,8-220,MIA,NFL,16,1,13.8,18.8,0.86,1.18,0,0,0,0,0,0,0,0,5,78,1,0
2114,Cam Cleeland\CleeCa00,2005,30,2-40,STL,NFL,9,3,7.7,12.7,0.86,1.41,0,0,0,0,0,0,0,0,5,17,1,0
2115,Fred Cornwell\CornFr22,1985,24,3-81,DAL,NFL,16,1,13.7,19.7,0.86,1.23,0,0,0,0,0,0,0,0,6,77,1,0
2116,Carlester Crumpler\CrumCa00,1999,28,7-202,MIN,NFL,11,1,9.5,11.5,0.86,1.05,0,0,0,0,0,0,0,0,2,35,1,0
2117,Lin Dawson\DawsLi00,1985,26,8-212,NWE,NFL,16,13,13.8,30.8,0.86,1.93,0,0,0,0,0,0,0,0,17,148,0,1
2118,Ben Hartsock\HartBe00,2007,27,3-68,TEN,NFL,16,9,13.8,25.8,0.86,1.61,0,0,0,0,0,0,0,0,12,138,0,0
2119,Josh Hill\HillJo02,2017,27,,NOR,NFL,16,11,13.7,29.7,0.86,1.86,0,0,0,0,0,1,-8,0,16,125,1,2
2120,Zeke Mowatt\MowaZe00,1991,30,,NYG,NFL,16,8,13.8,18.8,0.86,1.18,0,0,0,0,0,0,0,0,5,78,1,0
2121,Logan Paulsen\PaulLo00,2011,24,,WAS,NFL,16,6,13.8,24.8,0.86,1.55,0,0,0,0,0,0,0,0,11,138,0,0
2122,Walter Rasby\RasbWa00,2000,28,,DET,NFL,16,8,13.8,23.8,0.86,1.49,0,0,0,0,0,0,0,0,10,78,1,0
2123,Luke Stocker\StocLu00,2015,27,4-104,TAM,NFL,14,13,12.1,21.1,0.86,1.51,0,0,0,0,0,0,0,0,9,61,1,0
2124,Robert Tonyan\TonyRo00,2018,24,,GNB,NFL,16,1,13.7,17.7,0.86,1.11,0,0,0,0,0,0,0,0,4,77,1,0
2125,Brandon Williams\WillBr04,2017,30,,IND,NFL,14,10,12.1,25.1,0.86,1.79,0,0,0,0,0,0,0,0,13,121,0,0
2126,John Burke\BurkJo00,1995,24,4-121,NWE,NFL,16,4,13.6,28.6,0.85,1.79,0,0,0,0,0,0,0,0,15,136,0,0
2127,Paul Coffman\CoffPa00,1987,31,,KAN,NFL,12,1,10.2,15.2,0.85,1.27,0,0,0,0,0,0,0,0,5,42,1,0
2128,Eric Kattus\KattEr00,1991,28,4-91,CIN,NFL,16,2,13.6,25.6,0.85,1.60,0,0,0,0,0,0,0,0,12,136,0,0
2129,Bear Pascoe\PascBe00,2011,25,6-184,NYG,NFL,16,11,13.6,25.6,0.85,1.60,0,0,0,0,0,0,0,0,12,136,0,0
2130,Marcus Pollard\PollMa00,1997,25,,IND,NFL,16,6,13.6,23.6,0.85,1.48,0,0,0,0,0,0,0,0,10,116,0,0
2131,Brian Roche\RochBr00,1996,23,3-81,SDG,NFL,13,0,11.1,24.1,0.85,1.85,0,0,0,0,0,0,0,0,13,111,0,0
2132,Matt Spaeth\SpaeMa00,2008,25,3-77,PIT,NFL,16,13,13.6,30.6,0.85,1.91,0,0,0,0,0,0,0,0,17,136,0,0
2133,Walt Arnold\ArnoWa00,1980,22,,RAM,NFL,16,0,13.5,18.5,0.84,1.16,0,0,0,0,0,0,0,0,5,75,1,0
2134,Pat Carter\CartPa00,1994,28,2-32,HOU,NFL,16,13,13.4,24.4,0.84,1.53,0,0,0,0,0,0,0,0,11,74,1,0
2135,Lin Dawson\DawsLi00,1981,22,8-212,NWE,NFL,15,3,12.6,19.6,0.84,1.31,0,0,0,0,0,0,0,0,7,126,0,0
2136,Cory Harkey\HarkCo00,2014,24,,STL,NFL,16,13,13.5,21.5,0.84,1.34,0,0,0,0,0,0,0,0,8,55,1,0
2137,Demetrius Harris\HarrDe03,2015,24,,KAN,NFL,16,9,13.4,20.4,0.84,1.28,0,0,0,0,0,0,0,0,7,74,1,0
2138,Travis McNeal\McNeTr00,1993,26,4-101,RAM,NFL,16,6,13.5,21.5,0.84,1.34,0,0,0,0,0,0,0,0,8,75,1,0
2139,Bobby Neely\NeelBo20,1996,22,,CHI,NFL,11,5,9.2,18.2,0.84,1.65,0,0,0,0,0,0,0,0,9,92,0,0
2140,Nick O'Leary\OLeaNi00,2016,24,6-194,BUF,NFL,16,7,13.4,22.4,0.84,1.40,0,0,0,0,0,0,0,0,9,114,0,0
2141,Eric Sievers\SievEr00,1990,33,4-107,NWE,NFL,8,1,6.7,14.7,0.84,1.84,0,0,0,0,0,0,0,0,8,77,0,1
2142,Matt Spaeth\SpaeMa00,2014,31,3-77,PIT,NFL,15,8,12.6,15.6,0.84,1.04,0,0,0,0,0,0,0,0,3,46,1,0
2143,Derrick Walker\WalkDe00,1991,24,6-163,SDG,NFL,16,16,13.4,33.4,0.84,2.09,0,0,0,0,0,0,0,0,20,134,0,0
2144,Arthur Cox\CoxxAr00,1983,22,,ATL,NFL,16,9,13.3,22.3,0.83,1.39,0,0,0,0,0,0,0,0,9,83,1,1
2145,Arthur Cox\CoxxAr00,1990,29,,SDG,NFL,16,14,13.3,27.3,0.83,1.71,0,0,0,0,0,0,0,0,14,93,1,2
2146,Jack Doyle\DoylJa00,2015,25,,IND,NFL,16,2,13.2,25.2,0.83,1.58,0,0,0,0,0,0,0,0,12,72,1,0
2147,Will Heller\HellWi00,2003,22,,TAM,NFL,9,1,7.5,9.5,0.83,1.06,0,0,0,0,0,0,0,0,2,15,1,0
2148,Reggie Johnson\JohnRe00,1991,23,2-30,DEN,NFL,16,3,13.3,19.3,0.83,1.21,0,0,0,0,0,0,0,0,6,73,1,0
2149,Dustin Lyman\LymaDu00,2004,28,3-87,CHI,NFL,16,10,13.3,24.3,0.83,1.52,0,0,0,0,0,0,0,0,11,73,1,0
2150,Pete Metzelaars\MetzPe00,1983,23,3-75,SEA,NFL,16,7,13.2,20.2,0.83,1.26,0,0,0,0,0,0,0,0,7,72,1,0
2151,Cameron Morrah\MorrCa00,2011,24,7-248,SEA,NFL,9,4,7.5,13.5,0.83,1.50,0,0,0,0,0,1,1,0,6,74,0,0
2152,Zeke Mowatt\MowaZe00,1987,26,,NYG,NFL,12,1,9.9,12.9,0.83,1.08,0,0,0,0,0,0,0,0,3,39,1,0
2153,Michael Palmer\PalmMi00,2011,23,,ATL,NFL,16,2,13.2,23.2,0.83,1.45,0,0,0,0,0,0,0,0,10,72,1,0
2154,John Phillips\PhilJo00,2016,29,6-208,2TM,NFL,16,7,13.2,23.2,0.83,1.45,0,0,0,0,0,0,0,0,10,72,1,0
2155,Bo Robinson\RobiBo00,1983,27,3-67,ATL,NFL,12,9,9.9,21.9,0.83,1.83,0,0,0,0,0,3,9,0,12,100,0,1
2156,Darnell Sanders\SandDa00,2002,23,4-122,CLE,NFL,10,3,8.3,11.3,0.83,1.13,0,0,0,0,0,0,0,0,3,23,1,0
2157,Willie Scott\ScotWi00,1981,22,1-14,KAN,NFL,16,3,13.2,18.2,0.83,1.14,0,0,0,0,0,0,0,0,5,72,1,0
2158,Lee Smith\SmitLe00,2012,25,5-159,BUF,NFL,16,7,13.3,17.3,0.83,1.08,0,0,0,0,0,0,0,0,4,13,2,0
2159,Steve Bush\BushSt00,2003,29,,ARI,NFL,16,4,13.1,24.1,0.82,1.51,0,0,0,0,0,0,0,0,11,71,1,0
2160,Clint Didier\DidiCl00,1989,30,12-314,GNB,NFL,16,4,13.1,20.1,0.82,1.26,0,0,0,0,0,0,0,0,7,71,1,0
2161,Joel Dreessen\DreeJo00,2013,31,6-198,DEN,NFL,13,0,10.7,17.7,0.82,1.36,0,0,0,0,0,0,0,0,7,47,1,0
2162,Billy Griggs\GrigBi00,1988,26,8-203,NYJ,NFL,15,8,12.3,26.3,0.82,1.75,0,0,0,0,0,0,0,0,14,133,0,1
2163,Ron Hall\HallRo00,1994,30,4-87,DET,NFL,13,10,10.6,20.6,0.82,1.58,0,0,0,0,0,0,0,0,10,106,0,1
2164,Bob Mrosko\MrosBo00,1991,26,9-244,IND,NFL,11,4,9.0,17.0,0.82,1.55,0,0,0,0,0,0,0,0,8,90,0,0
2165,Ben Patrick\PatrBe00,2010,26,7-215,ARI,NFL,15,7,12.3,27.3,0.82,1.82,0,0,0,0,0,0,0,0,15,123,0,1
2166,Marcellus Rivers\RiveMa00,2001,23,,NYG,NFL,16,0,13.1,16.1,0.82,1.01,0,0,0,0,0,0,0,0,3,11,2,0
2167,Daniel Coats\CoatDa00,2007,23,,CIN,NFL,15,3,12.2,24.2,0.81,1.61,0,0,0,0,0,0,0,0,12,122,0,0
2168,Chris Dressel\DresCh00,1991,30,3-69,NYJ,NFL,15,6,12.2,29.2,0.81,1.95,0,0,0,0,0,0,0,0,17,122,0,0
2169,Jeff King\KingJe00,2012,29,5-155,ARI,NFL,16,12,12.9,29.9,0.81,1.87,0,0,0,0,0,0,0,0,17,129,0,0
2170,Garrett Mills\MillGa01,2008,25,4-106,MIN,NFL,8,0,6.5,11.5,0.81,1.44,0,0,0,0,0,0,0,0,5,65,0,0
2171,John Phillips\PhilJo00,2015,28,6-208,SDG,NFL,16,5,12.9,22.9,0.81,1.43,0,0,0,0,0,0,0,0,10,69,1,0
2172,Leonard Pope\PopeLe00,2012,29,3-72,PIT,NFL,16,2,12.9,15.9,0.81,0.99,0,0,0,0,0,0,0,0,3,9,2,0
2173,Butch Rolle\RollBu00,1991,27,7-180,BUF,NFL,16,0,13.0,16.0,0.81,1.00,0,0,0,0,0,0,0,0,3,10,2,0
2174,Ed Beckman\BeckEd00,1984,29,,KAN,NFL,13,1,10.4,17.4,0.80,1.34,0,0,0,0,0,0,0,0,7,44,1,0
2175,Ed Beckman\BeckEd00,1983,28,,KAN,NFL,15,7,12.0,25.0,0.80,1.67,0,0,0,0,0,0,0,0,13,130,0,1
2176,Chris Dressel\DresCh00,1987,26,3-69,SFO,NFL,1,0,0.8,1.8,0.80,1.80,0,0,0,0,0,0,0,0,1,8,0,0
2177,Phil DuBois\DuBoPh20,1980,24,,WAS,NFL,2,1,1.6,2.6,0.80,1.30,0,0,0,0,0,0,0,0,1,16,0,0
2178,John Evans\EvanJo20,1987,23,,ATL,NFL,1,1,0.8,1.8,0.80,1.80,0,0,0,0,0,0,0,0,1,8,0,0
2179,Derek Fine\FineDe00,2009,26,4-132,BUF,NFL,8,6,6.4,15.4,0.80,1.93,0,0,0,0,0,0,0,0,9,64,0,0
2180,John Frank\FranJo00,1984,22,2-56,SFO,NFL,15,2,12.0,19.0,0.80,1.27,0,0,0,0,0,0,0,0,7,60,1,0
2181,Michael Hoomanawanui\HoomMi00,2017,29,5-132,NOR,NFL,14,10,11.2,17.2,0.80,1.23,0,0,0,0,0,0,0,0,6,52,1,0
2182,Paul Irons\IronPa00,2005,22,,CLE,NFL,2,1,1.6,3.6,0.80,1.80,0,0,0,0,0,0,0,0,2,16,0,0
2183,Marcel Jensen\JensMa01,2014,24,,JAX,NFL,1,0,0.8,1.8,0.80,1.80,0,0,0,0,0,0,0,0,1,8,0,0
2184,Mike Jones\JoneMi01,1991,25,3-54,MIN,NFL,16,0,12.8,14.8,0.80,0.93,0,0,0,0,0,0,0,0,2,8,2,0
2185,Chad Lewis\LewiCh00,2005,34,,PHI,NFL,8,0,6.4,11.4,0.80,1.43,0,0,0,0,0,0,0,0,5,64,0,0
2186,Russell Payne\PaynRu20,1987,22,,DEN,NFL,1,0,0.8,1.8,0.80,1.80,0,0,0,0,0,0,0,0,1,8,0,0
2187,Jeff Robinson\RobiJe00,2003,33,4-98,DAL,NFL,16,0,12.8,14.8,0.80,0.93,0,0,0,0,0,0,0,0,2,8,2,0
2188,Taylor Thompson\ThomTa00,2014,25,5-145,TEN,NFL,3,1,2.4,4.4,0.80,1.47,0,0,0,0,0,0,0,0,2,24,0,0
2189,Mike Bartrum\BartMi00,2005,35,,PHI,NFL,16,0,12.6,14.6,0.79,0.91,0,0,0,0,0,0,0,0,2,6,2,0
2190,Joe Caravello\CaraJo00,1989,26,,SDG,NFL,12,9,9.5,19.5,0.79,1.63,0,0,0,0,0,1,0,0,10,95,0,0
2191,Derek Carrier\CarrDe00,2018,28,,OAK,NFL,16,2,12.7,19.7,0.79,1.23,0,0,0,0,0,0,0,0,7,67,1,0
2192,Rhett Ellison\ElliRh00,2016,28,4-128,MIN,NFL,15,6,11.8,20.8,0.79,1.39,0,0,0,0,0,1,1,1,9,57,0,0
2193,Anthony Fasano\FasaAn00,2006,22,2-53,DAL,NFL,16,5,12.6,26.6,0.79,1.66,0,0,0,0,0,0,0,0,14,126,0,0
2194,Jimmie Johnson\JohnJi00,1996,30,12-316,PHI,NFL,16,3,12.7,19.7,0.79,1.23,0,0,0,0,0,0,0,0,7,127,0,0
2195,Tim Jorden\JordTi00,1991,25,,PHO,NFL,16,9,12.7,27.7,0.79,1.73,0,0,0,0,0,0,0,0,15,127,0,0
2196,Brian Leonhardt\LeonBr01,2014,24,,OAK,NFL,12,3,9.5,15.5,0.79,1.29,0,0,0,0,0,0,0,0,6,35,1,0
2197,Mark Lewis\LewiMa21,1986,25,6-155,GNB,NFL,16,1,12.7,14.7,0.79,0.92,0,0,0,0,0,0,0,0,2,7,2,0
2198,Calvin Magee\MageCa00,1988,25,,TAM,NFL,13,3,10.3,19.3,0.79,1.48,0,0,0,0,0,0,0,0,9,103,0,0
2199,Vance McDonald\McDoVa00,2013,23,2-55,SFO,NFL,15,4,11.9,19.9,0.79,1.33,0,0,0,0,0,0,0,0,8,119,0,0
2200,Walter Reeves\ReevWa00,1993,28,2-40,PHO,NFL,16,15,12.7,21.7,0.79,1.36,0,0,0,0,0,0,0,0,9,67,1,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
2201,Butch Rolle\RollBu00,1993,29,7-180,PHO,NFL,16,5,12.7,22.7,0.79,1.42,0,0,0,0,0,0,0,0,10,67,1,0
2202,David Sloan\SloaDa00,2002,30,3-70,NOR,NFL,16,14,12.7,24.7,0.79,1.54,0,0,0,0,0,0,0,0,12,127,0,0
2203,Justin Swift\SwifJu00,2001,26,7-238,SFO,NFL,16,2,12.6,23.6,0.79,1.48,0,0,0,0,0,0,0,0,11,66,1,0
2204,Jamie Williams\WillJa00,1992,32,3-63,SFO,NFL,16,1,12.6,19.6,0.79,1.23,0,0,0,0,0,0,0,0,7,76,1,1
2205,Michael Hoomanawanui\HoomMi00,2012,24,5-132,NWE,NFL,14,6,10.9,15.9,0.78,1.14,0,0,0,0,0,0,0,0,5,109,0,0
2206,Ronnie Lee\LeexRo20,1981,25,3-65,MIA,NFL,16,16,12.4,26.4,0.78,1.65,0,0,0,0,0,0,0,0,14,64,1,0
2207,Allama Matthews\MattAl00,1985,24,12-322,ATL,NFL,15,2,11.7,18.7,0.78,1.25,0,0,0,0,0,0,0,0,7,57,1,0
2208,Pete Metzelaars\MetzPe00,1984,24,3-75,SEA,NFL,9,4,7.0,12.0,0.78,1.33,0,0,0,0,0,0,0,0,5,80,0,1
2209,Junior Miller\MillJu00,1983,26,1-7,ATL,NFL,15,6,11.7,27.7,0.78,1.85,0,0,0,0,0,1,2,0,16,125,0,1
2210,Cameron Morrah\MorrCa00,2010,23,7-248,SEA,NFL,15,3,11.7,20.7,0.78,1.38,0,0,0,0,0,0,0,0,9,117,0,0
2211,Greg Scales\ScalGr00,1990,24,5-112,NOR,NFL,16,0,12.4,20.4,0.78,1.28,0,0,0,0,0,0,0,0,8,64,1,0
2212,James Thornton\ThorJa00,1988,23,4-105,CHI,NFL,16,12,12.5,27.5,0.78,1.72,0,0,0,0,0,0,0,0,15,135,0,1
2213,Richie Brockel\BrocRi00,2011,25,,CAR,NFL,11,2,8.5,11.5,0.77,1.05,0,0,0,0,0,3,12,1,3,13,0,0
2214,Ron Egloff\EgloRo00,1984,29,,SDG,NFL,12,4,9.2,20.2,0.77,1.68,0,0,0,0,0,0,0,0,11,92,0,0
2215,Andrew Glover\GlovAn00,1993,26,10-274,RAI,NFL,15,0,11.5,15.5,0.77,1.03,0,0,0,0,0,0,0,0,4,55,1,0
2216,Joe Klopfenstein\KlopJo00,2008,25,2-46,STL,NFL,16,10,12.3,23.3,0.77,1.46,0,0,0,0,0,0,0,0,11,123,0,1
2217,Butch Rolle\RollBu00,1988,24,7-180,BUF,NFL,16,0,12.3,14.3,0.77,0.89,0,0,0,0,0,0,0,0,2,3,2,0
2218,Robert Royal\RoyaRo00,2010,31,5-160,CLE,NFL,15,4,11.6,16.6,0.77,1.11,0,0,0,0,0,0,0,0,5,56,1,0
2219,Geoff Swaim\SwaiGe00,2016,23,7-246,DAL,NFL,9,6,6.9,12.9,0.77,1.43,0,0,0,0,0,0,0,0,6,69,0,0
2220,Anthony Becht\BechAn00,2009,32,1-27,ARI,NFL,16,10,12.1,19.1,0.76,1.19,0,0,0,0,0,0,0,0,7,61,1,1
2221,Jason Dunn\DunnJa00,2001,28,2-54,KAN,NFL,15,6,11.4,15.4,0.76,1.03,0,0,0,0,0,0,0,0,4,54,1,0
2222,Carl Hilton\HiltCa00,1988,24,7-179,MIN,NFL,8,0,6.1,7.1,0.76,0.89,0,0,0,0,0,0,0,0,1,1,1,0
2223,Dave Little\LittDa20,1986,25,,PHI,NFL,16,5,12.2,26.2,0.76,1.64,0,0,0,0,0,0,0,0,14,132,0,1
2224,Jim Obradovich\ObraJi00,1983,30,7-158,TAM,NFL,16,5,12.1,21.1,0.76,1.32,0,0,0,0,0,0,0,0,9,71,1,1
2225,Jeff Robinson\RobiJe00,2004,34,4-98,DAL,NFL,16,0,12.2,14.2,0.76,0.89,0,0,0,0,0,0,0,0,2,2,2,0
2226,Derek Tennell\TennDe00,1993,29,7-185,MIN,NFL,16,6,12.2,27.2,0.76,1.70,0,0,0,0,0,0,0,0,15,122,0,0
2227,Darnell Dinkins\DinkDa00,2009,32,,NOR,NFL,11,3,8.2,13.2,0.75,1.20,0,0,0,0,0,0,0,0,5,22,1,0
2228,Casey Fitzsimmons\FitzCa00,2005,25,,DET,NFL,14,2,10.5,20.5,0.75,1.46,0,0,0,0,0,0,0,0,10,45,1,0
2229,Nate Lawrie\LawrNa00,2004,23,6-181,TAM,NFL,2,0,1.5,2.5,0.75,1.25,0,0,0,0,0,0,0,0,1,15,0,0
2230,Ted Popson\PopsTe00,1998,32,11-306,KAN,NFL,12,1,9.0,22.0,0.75,1.83,0,0,0,0,0,0,0,0,13,90,0,0
2231,John Spagnola\SpagJo00,1981,24,9-245,PHI,NFL,11,3,8.3,14.3,0.75,1.30,0,0,0,0,0,0,0,0,6,83,0,0
2232,Luke Stocker\StocLu00,2017,29,4-104,2TM,NFL,12,5,9.0,13.0,0.75,1.08,0,0,0,0,0,0,0,0,4,30,1,0
2233,Gavin Escobar\EscoGa00,2015,24,2-47,DAL,NFL,14,4,10.4,18.4,0.74,1.31,0,0,0,0,0,0,0,0,8,64,1,1
2234,Zeron Flemister\FlemZe00,2003,27,,WAS,NFL,12,9,8.9,17.9,0.74,1.49,0,0,0,0,0,0,0,0,9,89,0,1
2235,Greg LaFleur\LaFlGr00,1985,27,3-82,STL,NFL,16,4,11.9,20.9,0.74,1.31,0,0,0,0,0,0,0,0,9,119,0,0
2236,Mike Mularkey\MulaMi00,1991,30,9-229,PIT,NFL,9,6,6.7,12.7,0.74,1.41,0,0,0,0,0,0,0,0,6,67,0,0
2237,Logan Paulsen\PaulLo00,2014,27,,WAS,NFL,16,12,11.8,24.8,0.74,1.55,0,0,0,0,0,0,0,0,13,78,1,1
2238,Joshua Perkins\PerkJo02,2018,25,,PHI,NFL,9,1,6.7,11.7,0.74,1.30,0,0,0,0,0,0,0,0,5,67,0,0
2239,Walter Rasby\RasbWa00,1995,23,,CAR,NFL,9,2,6.7,11.7,0.74,1.30,0,0,0,0,0,0,0,0,5,47,0,0
2240,Alfredo Roberts\RobeAl00,1990,25,8-197,KAN,NFL,16,13,11.9,22.9,0.74,1.43,0,0,0,0,0,0,0,0,11,119,0,0
2241,Pat Beach\BeacPa00,1983,24,6-140,BAL,NFL,16,2,11.6,16.6,0.73,1.04,0,0,0,0,0,0,0,0,5,56,1,0
2242,Adrian Cooper\CoopAd00,1993,25,4-103,PIT,NFL,14,3,10.2,19.2,0.73,1.37,0,0,0,0,0,0,0,0,9,112,0,1
2243,Todd Frain\FraiTo20,1987,25,,NWE,NFL,3,2,2.2,4.2,0.73,1.40,0,0,0,0,0,0,0,0,2,22,0,0
2244,Cory Geason\GeasCo00,2000,25,,PIT,NFL,9,3,6.6,9.6,0.73,1.07,0,0,0,0,0,0,0,0,3,66,0,0
2245,Jimmie Giles\GileJi00,1988,34,3-70,PHI,NFL,16,1,11.7,17.7,0.73,1.11,0,0,0,0,0,0,0,0,6,57,1,0
